deviceID,batteryVoltage,timestamp
0,92.79,210
0,92.81,211
0,92.84,212
0,92.79,213
0,92.74,214
0,92.69,215
0,92.65,216
0,92.69,217
0,92.73,218
0,92.74,219
0,92.75,220
0,92.75,221
0,92.74,222
0,92.74,223
0,92.71,224
0,92.66,225
0,92.7,226
0,92.74,227
0,92.76,228
0,92.77,229
0,92.73,230
0,92.74,231
0,92.72,232
0,92.76,233
0,92.74,234
0,92.7,235
0,92.75,236
0,92.71,237
0,92.68,238
0,92.63,239
0,92.6,240
0,92.59,241
0,92.56,242
0,92.52,243
0,92.58,244
0,92.62,245
0,92.64,246
0,92.66,247
0,92.62,248
0,92.62,249
0,92.68,250
0,92.69,251
0,92.65,252
0,92.65,253
0,92.7,254
0,92.72,255
0,92.7,256
0,92.73,257
0,92.73,258
0,92.68,259
0,92.67,260
0,92.7,261
0,92.7,262
0,92.7,263
0,92.69,264
0,92.71,265
0,92.68,266
0,92.72,267
0,92.72,268
0,92.75,269
0,92.7,270
0,92.75,271
0,92.77,272
0,92.72,273
0,92.78,274
0,92.83,275
0,92.85,276
0,92.88,277
0,92.86,278
0,92.83,279
0,92.79,280
0,92.84,281
0,92.88,282
0,92.93,283
0,92.92,284
0,92.94,285
0,92.91,286
0,92.86,287
0,92.82,288
0,92.84,289
0,92.79,290
0,92.84,291
0,92.83,292
0,92.82,293
0,92.87,294
0,92.91,295
0,92.87,296
0,92.83,297
0,92.85,298
0,92.82,299
0,92.81,300
0,92.86,301
0,92.81,302
0,92.76,303
0,92.79,304
0,92.81,305
0,92.78,306
0,92.83,307
0,92.78,308
0,92.75,309
0,92.69,310
0,92.71,311
0,92.71,312
0,92.73,313
0,92.7,314
0,92.67,315
0,92.65,316
0,92.61,317
0,92.6,318
0,92.57,319
0,92.53,320
0,92.56,321
0,92.6,322
0,92.61,323
0,92.6,324
0,92.61,325
0,92.57,326
0,92.53,327
0,92.53,328
0,92.55,329
0,92.58,330
0,92.63,331
0,92.68,332
0,92.62,333
0,92.64,334
0,92.62,335
0,92.58,336
0,92.64,337
0,92.65,338
0,92.67,339
0,92.63,340
0,92.58,341
0,92.53,342
0,92.55,343
0,92.56,344
0,92.56,345
0,92.57,346
0,92.55,347
0,92.52,348
0,92.5,349
0,92.52,350
0,92.54,351
0,92.57,352
0,92.54,353
0,92.56,354
0,92.5,355
0,92.49,356
0,92.46,357
0,92.5,358
0,92.51,359
0,92.5,360
0,92.51,361
0,92.46,362
0,92.43,363
0,92.39,364
0,92.36,365
0,92.33,366
0,92.3,367
0,92.32,368
0,92.34,369
0,92.36,370
0,92.33,371
0,92.33,372
0,92.37,373
0,92.39,374
0,92.37,375
0,92.4,376
0,92.4,377
0,92.4,378
0,92.38,379
0,92.36,380
0,92.33,381
0,92.29,382
0,92.27,383
0,92.24,384
0,92.25,385
0,92.25,386
0,92.2,387
0,92.23,388
0,92.2,389
0,92.15,390
0,92.11,391
0,92.11,392
0,92.11,393
0,92.16,394
0,92.19,395
0,92.17,396
0,92.15,397
0,92.13,398
0,92.08,399
0,92.14,400
0,92.11,401
0,92.05,402
0,92.05,403
0,92.02,404
0,91.97,405
0,91.92,406
0,91.91,407
0,91.89,408
0,91.91,409
0,91.91,410
0,91.87,411
0,91.9,412
0,91.88,413
0,91.92,414
0,91.85,415
0,91.84,416
0,91.84,417
0,91.79,418
0,91.81,419
0,91.87,420
0,91.86,421
0,91.83,422
0,91.82,423
0,91.83,424
0,91.8,425
0,91.83,426
0,91.8,427
0,91.8,428
0,91.86,429
0,91.87,430
0,91.87,431
0,91.85,432
0,91.86,433
0,91.9,434
0,91.92,435
0,91.87,436
0,91.9,437
0,91.85,438
0,91.85,439
0,91.84,440
0,91.89,441
0,91.95,442
0,91.9,443
0,91.87,444
0,91.82,445
0,91.89,446
0,91.95,447
0,91.91,448
0,91.84,449
0,91.87,450
0,91.81,451
0,91.74,452
0,91.81,453
0,91.8,454
0,91.78,455
0,91.85,456
0,91.82,457
0,91.82,458
0,91.75,459
0,91.68,460
0,91.61,461
0,91.64,462
0,91.63,463
0,91.55,464
0,91.56,465
0,91.64,466
0,91.58,467
0,91.66,468
0,91.64,469
0,91.68,470
0,91.75,471
0,91.71,472
0,91.75,473
0,91.81,474
0,91.89,475
0,91.93,476
0,91.86,477
0,91.85,478
0,91.92,479
0,91.99,480
0,92.06,481
0,92.14,482
0,92.11,483
0,92.05,484
0,91.99,485
0,92.05,486
0,91.99,487
0,92.04,488
0,92.05,489
0,92.01,490
0,91.98,491
0,91.95,492
0,92.01,493
0,92.05,494
0,92.03,495
0,92.08,496
0,92.16,497
0,92.12,498
0,92.15,499
0,92.21,500
0,92.2,501
0,92.24,502
0,92.17,503
0,92.09,504
0,92.11,505
0,92.18,506
0,92.24,507
0,92.23,508
0,92.27,509
0,92.25,510
0,92.21,511
0,92.22,512
0,92.18,513
0,92.14,514
0,92.16,515
0,92.1,516
0,92.18,517
0,92.11,518
0,92.04,519
0,92.06,520
0,91.98,521
0,91.94,522
0,91.93,523
0,92.01,524
0,92.07,525
0,92.09,526
0,92.07,527
0,92.0,528
0,92.08,529
0,92.07,530
0,92.02,531
0,92.1,532
0,92.09,533
0,92.14,534
0,92.21,535
0,92.24,536
0,92.26,537
0,92.19,538
0,92.23,539
0,92.26,540
0,92.24,541
0,92.2,542
0,92.12,543
0,92.18,544
0,92.15,545
0,92.09,546
0,92.14,547
0,92.1,548
0,92.05,549
0,92.11,550
0,92.18,551
0,92.18,552
0,92.18,553
0,92.14,554
0,92.09,555
0,92.16,556
0,92.11,557
0,92.16,558
0,92.17,559
0,92.22,560
0,92.29,561
0,92.27,562
0,92.33,563
0,92.27,564
0,92.28,565
0,92.31,566
0,92.25,567
0,92.26,568
0,92.21,569
0,92.16,570
0,92.14,571
0,92.07,572
0,92.02,573
0,92.03,574
0,92.09,575
0,92.11,576
0,92.14,577
0,92.08,578
0,92.03,579
0,91.96,580
0,91.99,581
0,92.04,582
0,92.01,583
0,92.04,584
0,92.12,585
0,92.14,586
0,92.07,587
0,92.05,588
0,92.11,589
0,92.12,590
0,92.12,591
0,92.12,592
0,92.04,593
0,92.03,594
0,92.01,595
0,92.06,596
0,91.99,597
0,92.01,598
0,91.99,599
0,92.03,600
0,91.96,601
0,92.0,602
0,92.08,603
0,92.03,604
0,92.04,605
0,92.03,606
0,91.97,607
0,91.91,608
0,91.95,609
0,91.98,610
0,91.92,611
0,91.91,612
0,91.85,613
0,91.77,614
0,91.78,615
0,91.78,616
0,91.72,617
0,91.77,618
0,91.76,619
0,91.73,620
0,91.8,621
0,91.88,622
0,91.93,623
0,91.89,624
0,91.82,625
0,91.83,626
0,91.84,627
0,91.89,628
0,91.85,629
0,91.8,630
0,91.8,631
0,91.8,632
0,91.79,633
0,91.86,634
0,91.86,635
0,91.82,636
0,91.88,637
0,91.89,638
0,91.9,639
0,91.89,640
0,91.89,641
0,91.84,642
0,91.82,643
0,91.88,644
0,91.85,645
0,91.91,646
0,91.84,647
0,91.78,648
0,91.78,649
0,91.73,650
0,91.72,651
0,91.66,652
0,91.66,653
0,91.68,654
0,91.6,655
0,91.55,656
0,91.59,657
0,91.66,658
0,91.67,659
0,91.75,660
0,91.71,661
0,91.68,662
0,91.71,663
0,91.65,664
0,91.63,665
0,91.62,666
0,91.58,667
0,91.6,668
0,91.53,669
0,91.6,670
0,91.6,671
0,91.53,672
0,91.53,673
0,91.36,674
0,91.19,675
0,90.92,676
0,90.38,677
0,89.88,678
0,89.12,679
0,88.29,680
0,87.82,681
0,88.12,682
0,88.45,683
0,88.3,684
0,88.36,685
0,88.5,686
0,88.27,687
0,87.58,688
0,87.32,689
0,86.67,690
0,86.1,691
0,85.72,692
0,85.1,693
0,85.57,694
0,86.08,695
0,85.87,696
0,85.23,697
0,84.53,698
0,84.97,699
0,85.31,700
0,85.66,701
0,85.16,702
0,84.95,703
0,84.2,704
0,84.45,705
0,84.38,706
0,83.97,707
0,83.33,708
0,83.57,709
0,82.85,710
0,82.19,711
0,82.65,712
0,82.84,713
0,82.04,714
0,81.74,715
0,82.22,716
0,82.14,717
0,82.2,718
0,81.62,719
0,80.85,720
0,80.08,721
0,80.22,722
0,79.74,723
0,79.28,724
0,78.86,725
0,78.9,726
0,78.42,727
0,78.41,728
0,78.57,729
0,77.88,730
0,77.15,731
0,76.79,732
0,76.8,733
0,76.03,734
0,75.76,735
0,76.2,736
0,76.15,737
0,75.86,738
0,75.93,739
0,75.56,740
0,75.03,741
0,74.69,742
0,74.09,743
0,73.87,744
0,73.45,745
0,73.87,746
0,73.13,747
0,73.01,748
0,72.65,749
0,73.04,750
0,72.59,751
0,72.92,752
0,73.18,753
0,72.74,754
0,72.17,755
0,71.96,756
0,71.51,757
0,70.66,758
0,71.0,759
0,70.29,760
0,69.58,761
0,68.97,762
0,69.29,763
0,68.5,764
0,68.72,765
0,68.48,766
0,67.89,767
0,68.2,768
0,68.32,769
0,67.76,770
0,67.49,771
0,66.68,772
0,66.97,773
0,67.05,774
0,67.43,775
0,66.7,776
0,65.84,777
0,65.53,778
0,65.74,779
0,65.61,780
0,65.13,781
0,65.04,782
0,64.58,783
0,64.22,784
0,63.94,785
0,63.32,786
0,62.98,787
0,62.21,788
0,61.79,789
0,62.12,790
0,61.99,791
0,62.12,792
0,61.43,793
0,60.97,794
0,60.3,795
0,60.68,796
0,60.41,797
0,60.34,798
0,60.2,799
0,60.17,800
0,60.33,801
0,60.58,802
0,60.09,803
0,60.35,804
0,59.77,805
0,59.82,806
0,59.16,807
0,58.93,808
0,59.26,809
0,58.56,810
0,58.67,811
0,57.96,812
0,57.88,813
0,58.1,814
0,58.52,815
0,58.58,816
0,58.13,817
0,58.22,818
0,57.45,819
0,57.7,820
0,57.43,821
0,57.58,822
0,57.59,823
0,57.98,824
0,57.17,825
0,56.33,826
0,56.39,827
0,56.09,828
0,55.69,829
0,55.55,830
0,55.45,831
0,54.99,832
0,54.82,833
0,54.61,834
0,54.36,835
0,53.78,836
0,54.12,837
0,54.31,838
0,54.44,839
0,54.76,840
0,54.74,841
0,53.92,842
0,53.82,843
0,54.02,844
0,53.41,845
0,52.65,846
0,52.09,847
0,52.58,848
0,52.09,849
0,51.37,850
0,51.77,851
0,51.06,852
0,50.39,853
0,49.79,854
0,50.08,855
0,49.54,856
0,49.65,857
0,50.01,858
0,49.44,859
0,48.7,860
0,48.78,861
0,48.49,862
0,48.66,863
0,48.57,864
0,48.87,865
0,48.93,866
0,49.35,867
0,48.69,868
0,47.86,869
0,47.85,870
0,47.9,871
0,48.14,872
0,48.15,873
0,48.06,874
0,47.5,875
0,47.16,876
0,46.67,877
0,46.44,878
0,46.35,879
0,46.63,880
0,45.98,881
0,46.34,882
0,45.79,883
0,45.0,884
0,45.35,885
0,45.55,886
0,45.26,887
0,45.22,888
0,44.97,889
0,44.55,890
0,44.19,891
0,43.53,892
0,43.9,893
0,43.07,894
0,42.39,895
0,42.25,896
0,42.02,897
0,42.44,898
0,41.89,899
0,42.03,900
0,41.7,901
0,41.48,902
0,41.69,903
0,42.09,904
0,41.63,905
0,41.96,906
0,41.96,907
0,42.23,908
0,42.38,909
0,41.82,910
0,41.61,911
0,41.14,912
0,40.78,913
0,41.0,914
0,40.5,915
0,39.87,916
0,39.3,917
0,38.99,918
0,39.39,919
0,39.5,920
0,39.73,921
0,39.82,922
0,40.0,923
0,39.29,924
0,39.62,925
0,39.03,926
0,38.3,927
0,38.76,928
0,38.16,929
0,38.38,930
0,38.63,931
0,38.42,932
0,38.59,933
0,38.26,934
0,37.99,935
0,37.27,936
0,37.41,937
0,37.64,938
0,36.82,939
0,36.6,940
0,36.71,941
0,36.64,942
0,36.02,943
0,35.53,944
0,34.72,945
0,34.27,946
0,33.67,947
0,34.03,948
0,34.05,949
0,33.78,950
0,33.98,951
0,33.83,952
0,33.79,953
0,33.04,954
0,33.11,955
0,32.46,956
0,32.14,957
0,31.5,958
0,31.7,959
0,32.1,960
0,31.96,961
0,31.22,962
0,31.5,963
0,30.85,964
0,30.69,965
0,30.77,966
0,30.9,967
0,30.27,968
0,29.96,969
0,29.55,970
0,28.94,971
0,28.44,972
0,27.76,973
0,27.13,974
0,26.61,975
0,27.04,976
0,26.7,977
0,26.95,978
0,26.63,979
0,26.55,980
0,27.06,981
0,27.37,982
0,27.77,983
0,28.17,984
0,28.47,985
0,27.67,986
0,27.95,987
0,28.01,988
0,27.81,989
0,27.02,990
0,27.42,991
0,27.6,992
0,27.32,993
0,27.68,994
0,26.97,995
0,27.46,996
0,27.38,997
0,27.0,998
0,26.16,999
0,25.9,1000
0,26.3,1001
0,26.44,1002
0,25.93,1003
0,26.04,1004
0,26.0,1005
0,26.08,1006
0,26.32,1007
0,26.65,1008
0,27.09,1009
0,26.48,1010
0,26.01,1011
0,25.27,1012
0,24.68,1013
0,25.18,1014
0,24.52,1015
0,24.54,1016
0,24.47,1017
0,24.81,1018
0,24.45,1019
0,24.72,1020
0,24.82,1021
0,24.25,1022
0,24.61,1023
0,24.57,1024
0,24.74,1025
0,24.23,1026
0,24.5,1027
0,24.69,1028
0,23.96,1029
0,24.21,1030
0,23.99,1031
0,24.45,1032
0,24.79,1033
0,24.35,1034
0,23.93,1035
0,23.78,1036
0,23.95,1037
0,24.03,1038
0,23.21,1039
0,22.99,1040
0,22.82,1041
0,23.27,1042
0,22.71,1043
0,22.74,1044
0,22.69,1045
0,21.96,1046
0,22.41,1047
0,22.11,1048
0,22.43,1049
0,21.94,1050
0,21.28,1051
0,20.8,1052
0,20.76,1053
0,20.76,1054
0,20.95,1055
0,21.32,1056
0,21.0,1057
0,21.08,1058
0,21.45,1059
0,21.41,1060
0,21.46,1061
0,21.68,1062
0,22.17,1063
0,21.85,1064
0,21.92,1065
0,21.95,1066
0,21.6,1067
0,21.13,1068
0,20.37,1069
0,20.55,1070
0,20.34,1071
0,20.44,1072
0,20.8,1073
0,20.47,1074
0,19.74,1075
0,19.6,1076
0,19.94,1077
0,19.81,1078
0,19.83,1079
0,19.24,1080
0,19.19,1081
0,19.61,1082
0,19.63,1083
0,19.06,1084
0,19.23,1085
0,19.06,1086
0,19.06,1087
0,19.1,1088
0,18.86,1089
0,19.17,1090
0,19.22,1091
0,18.42,1092
0,18.93,1093
0,19.07,1094
0,18.99,1095
0,18.17,1096
0,18.23,1097
0,17.57,1098
0,17.68,1099
0,17.92,1100
0,17.52,1101
0,17.96,1102
0,18.23,1103
0,18.22,1104
0,17.86,1105
0,18.07,1106
0,17.66,1107
0,17.6,1108
0,17.6,1109
0,17.12,1110
0,16.84,1111
0,16.1,1112
0,15.26,1113
0,14.45,1114
0,14.25,1115
0,14.07,1116
0,14.46,1117
0,13.66,1118
0,13.25,1119
0,13.09,1120
0,13.36,1121
0,12.87,1122
0,12.9,1123
0,12.3,1124
0,11.65,1125
0,11.95,1126
0,11.87,1127
0,11.24,1128
0,10.77,1129
0,11.1,1130
0,11.02,1131
0,10.98,1132
0,11.0,1133
0,11.3,1134
0,11.51,1135
0,11.72,1136
0,11.19,1137
0,10.38,1138
0,9.55,1139
0,9.03,1140
0,9.15,1141
0,8.81,1142
0,8.6,1143
0,8.45,1144
0,8.91,1145
0,8.78,1146
0,9.25,1147
0,8.95,1148
0,8.31,1149
0,8.19,1150
0,8.2,1151
0,8.12,1152
0,7.33,1153
0,6.72,1154
0,7.12,1155
0,7.5,1156
0,7.85,1157
0,7.5,1158
0,7.35,1159
0,7.59,1160
0,7.74,1161
0,8.23,1162
0,8.19,1163
0,7.42,1164
0,7.65,1165
0,7.93,1166
0,7.59,1167
0,7.27,1168
0,6.77,1169
0,6.91,1170
0,7.04,1171
0,6.25,1172
0,6.66,1173
0,6.55,1174
0,6.63,1175
0,6.21,1176
0,5.61,1177
0,4.93,1178
0,4.93,1179
0,4.5,1180
0,4.67,1181
0,4.33,1182
0,4.64,1183
0,4.61,1184
0,3.92,1185
0,3.39,1186
0,3.9,1187
0,3.15,1188
0,2.52,1189
0,2.84,1190
0,3.14,1191
0,2.77,1192
0,2.51,1193
0,2.26,1194
0,2.43,1195
0,2.1,1196
0,2.53,1197
0,2.65,1198
0,2.26,1199
0,2.64,1200
0,2.26,1201
0,2.62,1202
0,2.44,1203
0,1.91,1204
0,1.33,1205
0,1.76,1206
0,1.84,1207
0,1.97,1208
0,1.68,1209
0,1.58,1210
0,1.74,1211
0,1.01,1212
0,0.93,1213
0,1.18,1214
0,0.91,1215
0,0.53,1216
0,0.03,1217
0,0,1218
0,0,1219
0,0,1220
0,0,1221
0,0.45,1222
0,0.04,1223
0,0,1224
0,0,1225
0,0,1226
0,0,1227
0,0,1228
0,0,1229
0,0,1230
0,0,1231
0,0,1232
0,0.4,1233
0,0.29,1234
0,0,1235
0,0,1236
0,0.45,1237
0,0.4,1238
0,0.61,1239
0,0,1240
0,0,1241
0,0,1242
0,0,1243
0,0.05,1244
0,0,1245
0,0,1246
0,0,1247
0,0,1248
0,0,1249
0,0,1250
0,0.04,1251
0,0,1252
0,0,1253
0,0,1254
0,0.05,1255
0,0,1256
0,0,1257
0,0,1258
0,0.09,1259
0,0,1260
0,0,1261
0,0,1262
0,0.11,1263
0,0.19,1264
0,0.54,1265
0,0.76,1266
0,1.09,1267
0,0.79,1268
0,1.28,1269
0,1.31,1270
0,1.66,1271
0,2.12,1272
0,1.61,1273
0,1.86,1274
0,1.95,1275
0,1.37,1276
0,1.08,1277
0,0.96,1278
0,0.15,1279
0,0.16,1280
0,0,1281
0,0,1282
0,0.11,1283
0,0.02,1284
0,0.41,1285
0,0,1286
0,0,1287
0,0.23,1288
0,0,1289
0,0,1290
0,0,1291
0,0,1292
0,0,1293
0,0.48,1294
0,0.63,1295
0,0.92,1296
0,1.35,1297
0,1.59,1298
0,0.83,1299
0,0.66,1300
0,0.16,1301
0,0.01,1302
0,0,1303
0,0,1304
0,0,1305
0,0,1306
0,0.29,1307
0,0,1308
0,0,1309
0,0.26,1310
0,0.04,1311
0,0,1312
0,0.12,1313
0,0.31,1314
0,0.27,1315
0,0,1316
0,0.11,1317
0,0,1318
0,0.26,1319
0,0.24,1320
0,0.48,1321
0,0,1322
0,0,1323
0,0.51,1324
0,0,1325
0,0,1326
0,0.24,1327
0,0,1328
0,0,1329
0,0.03,1330
0,0.18,1331
0,0,1332
0,0.1,1333
0,0,1334
0,0.18,1335
0,0.17,1336
0,0.1,1337
0,0.12,1338
0,0.07,1339
0,0.1,1340
0,0.04,1341
0,0.07,1342
0,0.08,1343
0,0.2,1344
0,0.26,1345
0,0.28,1346
0,0.38,1347
0,0.36,1348
0,0.48,1349
0,0.58,1350
0,0.53,1351
0,0.47,1352
0,0.59,1353
0,0.69,1354
0,0.8,1355
0,0.78,1356
0,0.75,1357
0,0.73,1358
0,0.73,1359
0,0.65,1360
0,0.54,1361
0,0.43,1362
0,0.39,1363
0,0.44,1364
0,0.41,1365
0,0.52,1366
0,0.41,1367
0,0.43,1368
0,0.34,1369
0,0.43,1370
0,0.53,1371
0,0.57,1372
0,0.59,1373
0,0.6,1374
0,0.5,1375
0,0.55,1376
0,0.64,1377
0,0.75,1378
0,0.86,1379
0,0.81,1380
0,0.87,1381
0,0.84,1382
0,0.85,1383
0,0.75,1384
0,0.67,1385
0,0.63,1386
0,0.7,1387
0,0.71,1388
0,0.63,1389
0,0.62,1390
0,0.72,1391
0,0.81,1392
0,0.91,1393
0,0.86,1394
0,0.82,1395
0,0.79,1396
0,0.89,1397
0,1.01,1398
0,1.01,1399
0,1.01,1400
0,1.09,1401
0,1.04,1402
0,1.15,1403
0,1.05,1404
0,1.14,1405
0,1.13,1406
0,1.02,1407
0,0.91,1408
0,1.0,1409
0,0.94,1410
0,0.97,1411
0,0.87,1412
0,0.77,1413
0,0.72,1414
0,0.67,1415
0,0.55,1416
0,0.49,1417
0,0.54,1418
0,0.55,1419
0,0.57,1420
0,0.62,1421
0,0.63,1422
0,0.69,1423
0,0.6,1424
0,0.54,1425
0,0.44,1426
0,0.45,1427
0,0.37,1428
0,0.42,1429
0,0.4,1430
0,0.34,1431
0,0.46,1432
0,0.41,1433
0,0.33,1434
0,0.39,1435
0,0.3,1436
0,0.28,1437
0,0.33,1438
0,0.43,1439
0,0.4,1440
0,0.32,1441
0,0.37,1442
0,0.27,1443
0,0.15,1444
0,0.26,1445
0,0.37,1446
0,0.3,1447
0,0.36,1448
0,0.3,1449
0,0.37,1450
0,0.41,1451
0,0.41,1452
0,0.31,1453
0,0.41,1454
0,0.46,1455
0,0.36,1456
0,0.31,1457
0,0.36,1458
0,0.43,1459
0,0.4,1460
0,0.36,1461
0,0.47,1462
0,0.5,1463
0,0.53,1464
0,0.61,1465
0,0.49,1466
0,0.47,1467
0,0.48,1468
0,0.43,1469
0,0.51,1470
0,0.59,1471
0,0.61,1472
0,0.64,1473
0,0.65,1474
0,0.58,1475
0,0.68,1476
0,0.68,1477
0,0.7,1478
0,0.63,1479
0,0.64,1480
0,0.7,1481
0,0.7,1482
0,0.66,1483
0,0.66,1484
0,0.77,1485
0,0.76,1486
0,0.65,1487
0,0.76,1488
0,0.76,1489
0,0.65,1490
0,0.68,1491
0,0.73,1492
0,0.73,1493
0,0.68,1494
0,0.68,1495
0,0.66,1496
0,0.59,1497
0,0.61,1498
0,0.51,1499
0,0.58,1500
0,0.57,1501
0,0.48,1502
0,0.58,1503
0,0.61,1504
0,0.65,1505
0,0.55,1506
0,0.6,1507
0,0.66,1508
0,0.73,1509
0,0.62,1510
0,0.59,1511
0,0.58,1512
0,0.49,1513
0,0.45,1514
0,0.38,1515
0,0.27,1516
0,0.38,1517
0,0.31,1518
0,0.2,1519
0,0.2,1520
0,0.08,1521
0,0.04,1522
0,0.06,1523
0,-0.02,1524
0,0.08,1525
0,0.06,1526
0,0.08,1527
0,0.18,1528
0,0.3,1529
0,0.21,1530
0,0.16,1531
0,0.12,1532
0,0.1,1533
0,0.05,1534
0,-0.04,1535
0,-0.0,1536
0,-0.09,1537
0,-0.2,1538
0,-0.09,1539
0,-0.17,1540
0,-0.15,1541
0,-0.14,1542
0,-0.15,1543
0,-0.19,1544
0,-0.27,1545
0,-0.2,1546
0,-0.17,1547
0,-0.27,1548
0,-0.22,1549
0,-0.17,1550
0,-0.26,1551
0,-0.24,1552
0,-0.17,1553
0,-0.21,1554
0,-0.21,1555
0,-0.12,1556
0,-0.19,1557
0,-0.16,1558
0,-0.11,1559
0,-0.16,1560
0,-0.08,1561
0,-0.11,1562
0,-0.2,1563
0,-0.09,1564
0,-0.15,1565
0,-0.21,1566
0,-0.12,1567
0,-0.08,1568
0,-0.15,1569
0,-0.26,1570
0,-0.25,1571
0,-0.28,1572
0,-0.32,1573
0,-0.32,1574
0,-0.43,1575
0,-0.33,1576
0,-0.36,1577
0,-0.31,1578
0,-0.25,1579
0,-0.2,1580
0,-0.13,1581
0,-0.05,1582
0,-0.02,1583
0,0.06,1584
0,0.13,1585
0,0.2,1586
0,0.13,1587
0,0.09,1588
0,0.09,1589
0,0.14,1590
0,0.16,1591
0,0.25,1592
0,0.29,1593
0,0.17,1594
0,0.17,1595
0,0.25,1596
0,0.3,1597
0,0.34,1598
0,0.25,1599
0,0.31,1600
0,0.3,1601
0,0.41,1602
0,0.51,1603
0,0.53,1604
0,0.56,1605
0,0.49,1606
0,0.48,1607
0,0.43,1608
0,0.35,1609
0,0.32,1610
0,0.23,1611
0,0.32,1612
0,0.24,1613
0,0.34,1614
0,0.3,1615
0,0.23,1616
0,0.21,1617
0,0.3,1618
0,0.4,1619
0,0.48,1620
0,0.41,1621
0,0.53,1622
0,0.48,1623
0,0.56,1624
0,0.63,1625
0,0.68,1626
0,0.77,1627
0,0.87,1628
0,0.91,1629
0,0.85,1630
0,0.92,1631
0,0.83,1632
0,0.77,1633
0,0.7,1634
0,0.78,1635
0,0.77,1636
0,0.82,1637
0,0.81,1638
0,0.86,1639
0,0.85,1640
0,0.82,1641
0,0.73,1642
0,0.73,1643
0,0.71,1644
0,0.63,1645
0,0.75,1646
0,0.81,1647
0,0.82,1648
0,0.93,1649
0,0.98,1650
0,0.86,1651
0,0.84,1652
0,0.83,1653
0,0.75,1654
0,0.8,1655
0,0.76,1656
0,0.77,1657
0,0.83,1658
0,0.78,1659
0,0.86,1660
0,0.83,1661
0,0.74,1662
0,0.63,1663
0,0.7,1664
0,0.8,1665
0,0.89,1666
0,0.92,1667
0,0.91,1668
0,0.93,1669
0,0.97,1670
